561,Four Knights Game,"Double Spanish, with 5.O-O",
562,Four Knights Game,Gunsberg Counterattack,
563,Four Knights Game,Gunsberg Variation,
564,Four Knights Game,Halloween Gambit,
565,Four Knights Game,Italian Variation,
566,Four Knights Game,"Italian Variation, Noa Gambit",
567,Four Knights Game,Janowski Variation,
568,Four Knights Game,Marshall Variation,
569,Four Knights Game,Nimzowitsch (Paulsen),
570,Four Knights Game,Ranken Variation,
571,Four Knights Game,"Rubinstein Countergambit, 5.Be2",
572,Four Knights Game,"Rubinstein Countergambit, Henneberger Variation",
573,Four Knights Game,Scotch Variation,
574,Four Knights Game,Scotch Variation Accepted,
575,Four Knights Game,"Scotch Variation, Belgrade Gambit",
576,Four Knights Game,"Scotch Variation, Krause Gambit",
577,Four Knights Game,"Scotch Variation, Krause Gambit, Leonhardt Defense",
578,Four Knights Game,"Scotch Variation, Oxford Gambit",
579,Four Knights Game,"Scotch Variation, Schmid Defense",
580,Four Knights Game,Spanish Variation,
581,Four Knights Game,"Spanish Variation, Classical Variation",
582,Four Knights Game,"Spanish Variation, Classical Variation, Marshall Gambit",
583,Four Knights Game,"Spanish Variation, Rubinstein Variation",
584,Four Knights Game,"Spanish Variation, Rubinstein Variation #2",
585,Four Knights Game,"Spanish Variation, Rubinstein Variation Accepted",
586,Four Knights Game,"Spanish Variation, Symmetrical Variation #3",
587,Four Knights Game,"Spanish Variation, Symmetrical Variation #4",
588,Four Knights Game,Spielmann Variation,
589,Four Knights Game,Svenonius Variation,
590,Four Knights Game,"Symmetrical, Metger Unpin",
591,Four Knights,"Scotch Variation, Belgrade Gambit, Modern Defense",
592,Franco-Benoni Defense,,
593,French Defense,,e4 e6
594,French Defense,#2,
595,French Defense,Advance Variation,
596,French Defense,Advance Variation #2,
597,French Defense,Advance Variation #3,
598,French Defense,Advance Variation #4,
599,French Defense,"Advance Variation, Euwe Variation",
600,French Defense,"Advance Variation, Extended Bishop Swap",
601,French Defense,"Advance Variation, Frenkel Gambit",
602,French Defense,"Advance Variation, Lputian Variation",
603,French Defense,"Advance Variation, Main Line",
604,French Defense,"Advance Variation, Milner-Barry Gambit",
605,French Defense,"Advance Variation, Nimzowitsch Attack",
606,French Defense,"Advance Variation, Nimzowitsch Gambit",
607,French Defense,"Advance Variation, Nimzowitsch System",
608,French Defense,"Advance Variation, Paulsen Attack",
609,French Defense,"Advance Variation, Ruisdonk Gambit",
610,French Defense,"Advance Variation, Wade Variation",
611,French Defense,"Advance, Steinitz Variation",
612,French Defense,Alapin Gambit,
613,French Defense,Alekhine-Chatard Attack,
614,French Defense,"Alekhine-Chatard Attack, Albin-Chatard Gambit",
615,French Defense,"Alekhine-Chatard Attack, Breyer Variation",
616,French Defense,"Alekhine-Chatard Attack, Maroczy Variation",
617,French Defense,"Alekhine-Chatard Attack, Spielmann Variation",
618,French Defense,"Alekhine-Chatard Attack, Teichmann Variation",
619,French Defense,Baeuerle Gambit,
620,French Defense,Banzai-Leong Gambit,
621,French Defense,Bird Invitation,
622,French Defense,Burn Variation,
623,French Defense,Carlson Gambit,
624,French Defense,Chigorin Variation,
625,French Defense,Classical Variation,
626,French Defense,"Classical Variation, Alapin Variation",
627,French Defense,"Classical Variation, Burn Variation, Main Line",
628,French Defense,"Classical Variation, Burn Variation, Morozevich Line",
629,French Defense,"Classical Variation, Delayed Exchange Variation",
630,French Defense,"Classical Variation, Frankfurt Variation",
631,French Defense,"Classical Variation, Normal Variation",
632,French Defense,"Classical Variation, Pollock Variation",
633,French Defense,"Classical Variation, Richter Attack",
634,French Defense,"Classical Variation, Richter Attack #2",
635,French Defense,"Classical Variation, Rubinstein Variation",
636,French Defense,"Classical Variation, Steinitz Variation",
637,French Defense,"Classical Variation, Svenonius Variation",
638,French Defense,"Classical Variation, Swiss Variation",
639,French Defense,"Classical Variation, Tarrasch Variation",
640,French Defense,"Classical Variation, Tartakower Variation",
641,French Defense,"Classical Variation, Vistaneckis (Nimzowitsch) Variation",
642,French Defense,Diemer-Duhm Gambit,
643,French Defense,Exchange Variation,
644,French Defense,"Exchange Variation, Monte Carlo Variation",
645,French Defense,"Exchange Variation, Svenonius Variation",
646,French Defense,"Exchange, Bogoljubov Variation",
647,French Defense,Franco-Hiva Gambit I,
648,French Defense,Franco-Hiva Gambit I Accepted,
649,French Defense,Franco-Hiva Gambit II,
650,French Defense,Franco-Hiva Gambit III,
651,French Defense,"Guimard Variation, Thunderbunny Variation",
652,French Defense,Henneberger Variation,
653,French Defense,Horwitz Attack,
654,French Defense,"Horwitz Attack, Papa-Ticulat Gambit",
655,French Defense,King's Indian Attack,
656,French Defense,Knight Variation,
657,French Defense,La Bourdonnais Variation,
658,French Defense,"La Bourdonnais Variation, Reuter Gambit",
659,French Defense,MacCutcheon Variation,
660,French Defense,"MacCutcheon Variation, Bernstein Variation",
661,French Defense,"MacCutcheon Variation, Chigorin Variation",
662,French Defense,"MacCutcheon Variation, Dr. Olland (Dutch) Variation",
663,French Defense,"MacCutcheon Variation, Exchange Variation",
664,French Defense,"MacCutcheon Variation, Janowski Variation",
665,French Defense,"MacCutcheon Variation, Lasker Variation",
666,French Defense,"MacCutcheon Variation, Lasker Variation #2",
667,French Defense,"MacCutcheon Variation, Tartakower Variation",
668,French Defense,"MacCutcheon Variation, Wolf Gambit",
669,French Defense,"MacCutcheon, Advance Variation",
670,French Defense,Marshall Variation,
671,French Defense,Mediterranean Defense,
672,French Defense,Morphy Gambit,
673,French Defense,Normal Variation,
674,French Defense,Orthoschnapp Gambit,
675,French Defense,Paulsen Variation,
676,French Defense,Pelikan Variation,
677,French Defense,Perseus Gambit,
678,French Defense,Queen's Knight,
679,French Defense,Reti-Spielmann Attack,
680,French Defense,Reversed Philidor Formation,
681,French Defense,Rubinstein Variation,
682,French Defense,"Rubinstein Variation, Blackburne Defense",
683,French Defense,"Rubinstein Variation, Ellis Gambit",
684,French Defense,"Rubinstein Variation, Fort Knox Variation",
685,French Defense,"Rubinstein Variation, Kasparov Attack",
686,French Defense,"Rubinstein Variation, Maric Variation",
687,French Defense,Schlechter Variation,
688,French Defense,Steiner Variation,
689,French Defense,Steinitz Attack,
690,French Defense,Steinitz Variation,
691,French Defense,Steinitz Variation #2,
692,French Defense,"Steinitz Variation, Boleslavsky Variation",
693,French Defense,"Steinitz Variation, Bradford Attack Variation",
694,French Defense,"Steinitz Variation, Gledhill Attack",
695,French Defense,Tarrasch Variation,
696,French Defense,"Tarrasch Variation, Botvinnik Variation",
697,French Defense,"Tarrasch Variation, Chistyakov Defense",
698,French Defense,"Tarrasch Variation, Closed Variation",
699,French Defense,"Tarrasch Variation, Closed Variation #2",
700,French Defense,"Tarrasch Variation, Closed Variation, Main Line",
701,French Defense,"Tarrasch Variation, Guimard Defense",
702,French Defense,"Tarrasch Variation, Guimard Defense, Main Line",
703,French Defense,"Tarrasch Variation, Haberditz Variation",
704,French Defense,"Tarrasch Variation, Leningrad Variation",
705,French Defense,"Tarrasch Variation, Modern System",
706,French Defense,"Tarrasch Variation, Morozevich Variation",
707,French Defense,"Tarrasch Variation, Open System",
708,French Defense,"Tarrasch Variation, Open System, Advance Line",
709,French Defense,"Tarrasch Variation, Open System, Euwe-Keres Line",
710,French Defense,"Tarrasch Variation, Open System, Main Line",
711,French Defense,"Tarrasch Variation, Open System, Shaposhnikov Gambit",
712,French Defense,"Tarrasch Variation, Open System, Suechting Line",
713,French Defense,"Tarrasch Variation, Pawn Center Variation",
714,French Defense,"Tarrasch, Eliskases Variation",
715,French Defense,"Tarrasch, Open, 4.exd5 exd5",
716,French Defense,Two Knights Variation,
717,French Defense,Winawer Variation,
718,French Defense,"Winawer Variation, Advance Variation",
719,French Defense,"Winawer Variation, Advance Variation #2",
720,French Defense,"Winawer Variation, Advance Variation #3",
721,French Defense,"Winawer Variation, Advance Variation, Moscow Variation",
722,French Defense,"Winawer Variation, Alekhine Gambit Accepted",
723,French Defense,"Winawer Variation, Alekhine Gambit, Kan Variation",
724,French Defense,"Winawer Variation, Alekhine-Maroczy Gambit",
725,French Defense,"Winawer Variation, Bogoljubov Variation",
726,French Defense,"Winawer Variation, Bogoljubov Variation, Icelandic Defense",
727,French Defense,"Winawer Variation, Classical Variation",
728,French Defense,"Winawer Variation, Delayed Exchange Variation",
729,French Defense,"Winawer Variation, Fingerslip Variation",
730,French Defense,"Winawer Variation, Fingerslip Variation, Kunin Double Gambit",
731,French Defense,"Winawer Variation, Kondratiyev Variation",
732,French Defense,"Winawer Variation, Maroczy-Wallis Variation",
733,French Defense,"Winawer Variation, Petrosian Variation",
734,French Defense,"Winawer Variation, Poisoned Pawn Variation",
735,French Defense,"Winawer Variation, Positional Variation",
736,French Defense,"Winawer Variation, Retreat Variation",
737,French Defense,"Winawer Variation, Retreat Variation, Armenian Line",
738,French Defense,"Winawer Variation, Winckelmann-Riemer Gambit",
739,French Defense,Wing Gambit,
740,Gedult's Opening,,
741,Giuoco Piano,,
742,Global Opening,,
743,Goldsmith Defense,,e4 h5
744,Goldsmith Defense,Picklepuss Defense,
745,Grob Opening,,g4
746,Grob Opening,Alessi Gambit,
747,Grob Opening,Double Grob,
748,Grob Opening,"Double Grob, Coca-Cola Gambit",
749,Grob Opening,Grob Gambit,
750,Grob Opening,Grob Gambit Declined,
751,Grob Opening,"Grob Gambit, Fritz Gambit",
752,Grob Opening,"Grob Gambit, Richter-Grob Gambit",
753,Grob Opening,Keene Defense,
754,Grob Opening,"Keene Defense, Main Line",
755,Grob Opening,London Defense,
756,Grob Opening,Romford Countergambit,
757,Grob Opening,Spike Attack,
758,Grob Opening,"Spike, Hurst Attack",
759,Grob Opening,Zilbermints Gambit,
760,Gruenfeld Defense,,
761,Gruenfeld Defense,Botvinnik Variation,
762,Gruenfeld Defense,Brinckmann Attack,
763,Gruenfeld Defense,"Brinckmann Attack, Gruenfeld Gambit",
764,Gruenfeld Defense,"Brinckmann Attack, Gruenfeld Gambit Accepted",
765,Gruenfeld Defense,Counterthrust Variation,
766,Gruenfeld Defense,Exchange Variation,
767,Gruenfeld Defense,"Exchange Variation, Classical Variation",
768,Gruenfeld Defense,"Exchange Variation, Modern Exchange Variation",
769,Gruenfeld Defense,"Exchange Variation, Modern Exchange Variation, Kramnik's Line",
770,Gruenfeld Defense,"Exchange Variation, Nadanian Attack",
771,Gruenfeld Defense,"Exchange Variation, Seville Variation",
772,Gruenfeld Defense,"Exchange Variation, Simagin's Improved Variation",
773,Gruenfeld Defense,"Exchange Variation, Sokolsky Variation",
774,Gruenfeld Defense,"Exchange Variation, Spassky Variation",
775,Gruenfeld Defense,Flohr Defense,
776,Gruenfeld Defense,Gibbon Gambit,
777,Gruenfeld Defense,Lundin Variation,
778,Gruenfeld Defense,Lutikov Variation,
779,Gruenfeld Defense,Makogonov Variation,
780,Gruenfeld Defense,Opocensky Variation,
781,Gruenfeld Defense,Pachman Variation,
782,Gruenfeld Defense,Russian Variation,
783,Gruenfeld Defense,"Russian Variation, Accelerated Variation",
784,Gruenfeld Defense,"Russian Variation, Byrne (Simagin) Variation",
785,Gruenfeld Defense,"Russian Variation, Hungarian Variation",
786,Gruenfeld Defense,"Russian Variation, Levenfish Variation",
787,Gruenfeld Defense,"Russian Variation, Prins Variation",
788,Gruenfeld Defense,"Russian Variation, Smyslov Variation",
789,Gruenfeld Defense,"Russian Variation, Szabo (Boleslavsky)",
790,Gruenfeld Defense,"Russian Variation, with e4",
791,Gruenfeld Defense,Smyslov Defense,
792,Gruenfeld Defense,Stockholm Variation,
793,Gruenfeld Defense,Three Knights Variation,
794,Gruenfeld Defense,Three Knights Variation #2,
795,Gruenfeld Defense,"Three Knights Variation, Burille Variation",
796,Gruenfeld Defense,"Three Knights Variation, Burille Variation, Reversed Tarrasch",
797,Gruenfeld Defense,"Three Knights Variation, Hungarian Attack",
798,Gruenfeld Defense,"Three Knights Variation, Hungarian Variation",
799,Gruenfeld Defense,"Three Knights Variation, Paris Variation",
800,Gruenfeld Defense,"Three Knights Variation, Petrosian System",
801,Gruenfeld Defense,"Three Knights Variation, Vienna Variation",
802,Gruenfeld Defense,Zaitsev Gambit,
803,Guatemala Defense,,
804,Gunderam Defense,,
805,Hippopotamus Defense,,e4 Nh6
806,Hippopotamus Defense,#2,
807,Horwitz Defense,,d4 e6
808,Horwitz Defense,"Dutch Defense, Bellon Gambit",
809,Horwitz Defense,Zilbermints Gambit,
810,Hungarian Opening,,
811,Hungarian Opening,Buecker Gambit,
812,Hungarian Opening,Catalan Formation,
813,Hungarian Opening,Dutch Defense,
814,Hungarian Opening,Indian Defense,
815,Hungarian Opening,Myers Defense,
816,Hungarian Opening,Paris Gambit,
817,Hungarian Opening,Reversed Alekhine,
818,Hungarian Opening,Reversed Modern Defense,
819,Hungarian Opening,Reversed Norwegian Defense,
820,Hungarian Opening,Sicilian Invitation,
821,Hungarian Opening,Slav Formation,
822,Hungarian Opening,Symmetrical Variation,
823,Hungarian Opening,Van Kuijk Gambit,
824,Hungarian Opening,Wiedenhagen-Beta Gambit,
825,Hungarian Opening,Winterberg Gambit,
826,Indian Game,,d4 Nf6
827,Indian Game,3.Qb3,
828,Indian Game,"Anti-Gruenfeld, Advance Variation",
829,Indian Game,"Anti-Gruenfeld, Alekhine Variation",
830,Indian Game,Anti-Nimzo-Indian,
831,Indian Game,Budapest Defense,
832,Indian Game,"Colle System, King's Indian Variation",
833,Indian Game,Czech-Indian,
834,Indian Game,Doery Indian,
835,Indian Game,Dzindzi-Indian Defense,
836,Indian Game,East Indian Defense,
837,Indian Game,"Gedult Attack, Gedult Attack",
838,Indian Game,Gibbins-Wiedenhagen Gambit Accepted,
839,Indian Game,"Gibbins-Wiedenhagen Gambit, Stummer Gambit",
840,Indian Game,"King's Indian Variation, Fianchetto Variation",
841,Indian Game,"Knights Variation, Alburt-Miles Variation",
842,Indian Game,Lazard Gambit,
843,Indian Game,London System,
844,Indian Game,Maddigan Gambit,
845,Indian Game,Medusa Gambit,
846,Indian Game,Normal Variation,
847,Indian Game,Omega Gambit,
848,Indian Game,"Omega Gambit, Arafat Gambit",
849,Indian Game,"Paleface Attack, Blackmar-Diemer Gambit Deferred",
850,Indian Game,Pawn Push Variation,
851,Indian Game,Polish Variation,
852,Indian Game,Przepiorka Variation,
853,Indian Game,Pseudo-Benko,
854,Indian Game,Pyrenees Gambit,
855,Indian Game,Reversed Chigorin Defense,
856,Indian Game,Seirawan Attack,
857,Indian Game,Spielmann-Indian,
858,Indian Game,Tartakower Attack,
859,Indian Game,Wade-Tartakower Defense,
860,Indian Game,West Indian Defense,
861,Irish Gambit,,
862,Italian Game,,
863,Italian Game,Anti-Fried Liver Defense,
864,Italian Game,Bird's Attack,
865,Italian Game,Classical Variation,
866,Italian Game,Classical Variation #2,
867,Italian Game,"Classical Variation, Albin Gambit",
868,Italian Game,"Classical Variation, Alexandre Gambit",
869,Italian Game,"Classical Variation, Center Attack",
870,Italian Game,"Classical Variation, Center Holding Variation",
871,Italian Game,"Classical Variation, Closed Variation",
872,Italian Game,"Classical Variation, Giuoco Pianissimo",
873,Italian Game,"Classical Variation, Giuoco Pianissimo, Main Line",
874,Italian Game,"Classical Variation, Greco Gambit",
875,Italian Game,"Classical Variation, Greco Gambit, Anderssen Variation",
876,Italian Game,"Classical Variation, Greco Gambit, Greco Variation",
877,Italian Game,"Classical Variation, Greco Gambit, Main Line",
878,Italian Game,"Classical Variation, Greco Gambit, Moeller-Therkatz Attack",
879,Italian Game,"Classical Variation, Greco Gambit, Traditional Line",
880,Italian Game,"Classical Variation, La Bourdonnais Variation",
881,Italian Game,Deutz Gambit,
882,Italian Game,Evans Gambit,
883,Italian Game,Evans Gambit #2,
884,Italian Game,Evans Gambit Accepted,
885,Italian Game,Evans Gambit Declined,
886,Italian Game,"Evans Gambit Declined, 5.a4",
887,Italian Game,"Evans Gambit Declined, Cordel Variation",
888,Italian Game,"Evans Gambit Declined, Lange Variation",
889,Italian Game,"Evans Gambit Declined, Showalter Variation",
890,Italian Game,"Evans Gambit, Alapin-Steinitz Variation",
891,Italian Game,"Evans Gambit, Anderssen Defense",
892,Italian Game,"Evans Gambit, Anderssen Variation",
893,Italian Game,"Evans Gambit, Anderssen Variation, Cordel Line",
894,Italian Game,"Evans Gambit, Bronstein Defense",
895,Italian Game,"Evans Gambit, Compromised Defense",
896,Italian Game,"Evans Gambit, Compromised Defense, Main Line",
897,Italian Game,"Evans Gambit, Dufresne Defense",
898,Italian Game,"Evans Gambit, Fontaine Countergambit",
899,Italian Game,"Evans Gambit, Harding Variation",
900,Italian Game,"Evans Gambit, Laroche Variation",
901,Italian Game,"Evans Gambit, Lasker Defense",
902,Italian Game,"Evans Gambit, Main Line",
903,Italian Game,"Evans Gambit, Mayet Defense",
904,Italian Game,"Evans Gambit, McDonnell Defense",
905,Italian Game,"Evans Gambit, McDonnell Defense, Main Line",
906,Italian Game,"Evans Gambit, Mieses Defense",
907,Italian Game,"Evans Gambit, Morphy Attack",
908,Italian Game,"Evans Gambit, Pierce Defense",
909,Italian Game,"Evans Gambit, Sanders-Alapin Variation",
910,Italian Game,"Evans Gambit, Slow Variation",
911,Italian Game,"Evans Gambit, Sokolsky Variation",
912,Italian Game,"Evans Gambit, Stone-Ware Variation",
913,Italian Game,"Evans Gambit, Tartakower Attack",
914,Italian Game,"Evans Gambit, Waller Attack",
915,Italian Game,Giuoco Pianissimo,
916,Italian Game,"Giuoco Pianissimo, Canal Variation",
917,Italian Game,"Giuoco Pianissimo, Italian Four Knights Variation",
918,Italian Game,"Giuoco Pianissimo, Lucchini Gambit",
919,Italian Game,"Giuoco Pianissimo, Normal",
920,Italian Game,Giuoco Piano,
921,Italian Game,"Giuoco Piano, Aitken Variation",
922,Italian Game,"Giuoco Piano, Bernstein Variation",
923,Italian Game,"Giuoco Piano, Greco's Attack",
924,Italian Game,"Giuoco Piano, Mestel Variation",
925,Italian Game,"Giuoco Piano, Rosentreter Variation",
926,Italian Game,"Giuoco Piano, Steinitz Variation",
927,Italian Game,"Giuoco Piano, Therkatz-Herzog Variation",
928,Italian Game,Hungarian Defense,
929,Italian Game,"Hungarian Defense, Tartakower Variation",
930,Italian Game,Jerome Gambit,
931,Italian Game,Rosentreter Gambit,
932,Italian Game,Rousseau Gambit,
933,Italian Game,Schilling-Kostic Gambit,
934,Italian Game,Scotch Gambit,
935,Italian Game,Scotch Gambit Declined,
936,Italian Game,Scotch Gambit Declined #2,
937,Italian Game,"Scotch Gambit, Anderssen Attack",
938,Italian Game,"Scotch Gambit, Anderssen Attack, Main Line",
939,Italian Game,"Scotch Gambit, Canal Variation",
940,Italian Game,"Scotch Gambit, de Riviere Defense",
941,Italian Game,"Scotch Gambit, Double Gambit Accepted",
942,Italian Game,"Scotch Gambit, Janowski Defense",
943,Italian Game,"Scotch Gambit, Max Lange Attack",
944,Italian Game,"Scotch Gambit, Max Lange Attack Accepted",
945,Italian Game,"Scotch Gambit, Max Lange Attack, Long Variation",
946,Italian Game,"Scotch Gambit, Max Lange Attack, Spielmann Defense",
947,Italian Game,"Scotch Gambit, Nakhmanson Gambit",
948,Italian Game,"Scotch Gambit, Walbrodt-Baird Gambit",
949,Italian Game,Two Knights Defense,
950,Italian Game,Two Knights Defense #2,
951,Italian Game,"Two Knights Defense, Blackburne Variation",
952,Italian Game,"Two Knights Defense, de Riviere Gambit",
953,Italian Game,"Two Knights Defense, Fried Liver Attack",
954,Italian Game,"Two Knights Defense, Fritz Variation",
955,Italian Game,"Two Knights Defense, Fritz, Gruber Variation",
956,Italian Game,"Two Knights Defense, Kloss Gambit",
957,Italian Game,"Two Knights Defense, Knight Attack",
958,Italian Game,"Two Knights Defense, Knight Attack, Normal Variation",
959,Italian Game,"Two Knights Defense, Lolli Attack",
960,Italian Game,"Two Knights Defense, Maroczy Variation",
961,Italian Game,"Two Knights Defense, Max Lange Attack",
962,Italian Game,"Two Knights Defense, Max Lange Attack, Krause Variation",
963,Italian Game,"Two Knights Defense, Modern Bishop's Opening",
964,Italian Game,"Two Knights Defense, Open Variation",
965,Italian Game,"Two Knights Defense, Paoli Variation",
966,Italian Game,"Two Knights Defense, Perreux Variation",
967,Italian Game,"Two Knights Defense, Pincus Variation",
968,Italian Game,"Two Knights Defense, Polerio Defense",
969,Italian Game,"Two Knights Defense, Polerio Defense, Bishop Check Line",
970,Italian Game,"Two Knights Defense, Polerio Defense, Bogoljubov Variation",
971,Italian Game,"Two Knights Defense, Polerio Defense, Goering Variation",
972,Italian Game,"Two Knights Defense, Polerio Defense, Kieseritzky Variation",
973,Italian Game,"Two Knights Defense, Polerio Defense, Suhle Defense",
974,Italian Game,"Two Knights Defense, Polerio Defense, Yankovich Variation",
975,Italian Game,"Two Knights Defense, Ponziani-Steinitz Gambit",
976,Italian Game,"Two Knights Defense, Steinitz Variation",
977,Italian Game,"Two Knights Defense, Traxler Counterattack",
978,Italian Game,"Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",
979,Italian Game,"Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",
980,Italian Game,"Two Knights Defense, Ulvestad Variation",
981,Italian Game,"Two Knights Defense, Ulvestad Variation, Kurkin Gambit",
982,Kadas Opening,,h4
983,Kadas Opening,Kadas Gambit,
984,Kadas Opening,Schneider Gambit,
985,Kangaroo Defense,,
986,Kangaroo Defense,"Keres Defense, Transpositional Variation",
987,King's Gambit,,
988,King's Gambit,Falkbeer Countergambit Accepted,
989,King's Gambit,Falkbeer Countergambit,
990,King's Gambit,Panteldakis Countergambit,
991,King's Gambit,"Panteldakis Countergambit, Greco Variation",
992,King's Gambit,"Panteldakis Countergambit, Schiller's Defense",
993,King's Gambit,"Panteldakis Countergambit, Symmetrical Variation",
994,King's Gambit,Zilbermints Double Countergambit,
995,King's Gambit Accepted,,
996,King's Gambit Accepted,Abbazia Defense,
997,King's Gambit Accepted,Allgaier Gambit,
998,King's Gambit Accepted,Australian Gambit,
999,King's Gambit Accepted,Basman Gambit,
1000,King's Gambit Accepted,Becker Defense,
1001,King's Gambit Accepted,Bishop's Gambit,
1002,King's Gambit Accepted,Blachly Gambit,
1003,King's Gambit Accepted,Bonsch-Osmolovsky Variation,
1004,King's Gambit Accepted,Breyer Gambit,
1005,King's Gambit Accepted,Carrera Gambit,
1006,King's Gambit Accepted,Cunningham Defense,
1007,King's Gambit Accepted,Dodo Variation,
1008,King's Gambit Accepted,Double Muzio Gambit,
1009,King's Gambit Accepted,Eisenberg Variation,
1010,King's Gambit Accepted,Fischer Defense,
1011,King's Gambit Accepted,Gaga Gambit,
1012,King's Gambit Accepted,Ghulam-Kassim Gambit,
1013,King's Gambit Accepted,Gianutio Countergambit,
1014,King's Gambit Accepted,Greco Gambit,
1015,King's Gambit Accepted,Hanstein Gambit,
1016,King's Gambit Accepted,Kieseritzky Gambit,
1017,King's Gambit Accepted,King's Knight Gambit,
1018,King's Gambit Accepted,Kotov Gambit,
1019,King's Gambit Accepted,Lolli Gambit,
1020,King's Gambit Accepted,MacLeod Defense,
1021,King's Gambit Accepted,Mason-Keres Gambit,
1022,King's Gambit Accepted,Mayet Gambit,
1023,King's Gambit Accepted,McDonnell Gambit,
1024,King's Gambit Accepted,Modern Defense,
1025,King's Gambit Accepted,Muzio Gambit Accepted,
1026,King's Gambit Accepted,Muzio Gambit,
1027,King's Gambit Accepted,Orsini Gambit,
1028,King's Gambit Accepted,Paris Gambit,
1029,King's Gambit Accepted,Philidor Gambit,
1030,King's Gambit Accepted,Polerio Gambit,
1031,King's Gambit Accepted,Quade Gambit,
1032,King's Gambit Accepted,Rosentreter Gambit,
1033,King's Gambit Accepted,Rosentreter-Testa Gambit,
1034,King's Gambit Accepted,Salvio Gambit,
1035,King's Gambit Accepted,Schallopp Defense,
1036,King's Gambit Accepted,Schurig Gambit,
1037,King's Gambit Accepted,Stamma Gambit,
1038,King's Gambit Accepted,Tartakower Gambit,
1039,King's Gambit Accepted,Traditional Variation,
1040,King's Gambit Accepted,"Allgaier, Schlechter Defense",
1041,King's Gambit Accepted,"Bishop's Gambit, Anderssen Variation",
1042,King's Gambit Accepted,"Bishop's Gambit, Bledow Variation",
1043,King's Gambit Accepted,"Bishop's Gambit, Paulsen Attack",
1044,King's Gambit Accepted,"Bishop's Gambit, Steinitz Defense",
1045,King's Gambit Accepted,"Cunningham, Bertin Gambit",
1046,King's Gambit Accepted,Ghulam-Kassim Gambit #2,
1047,King's Gambit Accepted,"Kieseritzky, Berlin Defense",
1048,King's Gambit Accepted,"Kieseritzky, Polerio Defense",
1049,King's Gambit Accepted,"Kieseritzky, Salvio Defense",
1050,King's Gambit Accepted,King Knight's Gambit,
1051,King's Gambit Accepted,Modern Defense #2,
1052,King's Gambit Accepted,"Muzio Gambit, Holloway Defense",
1053,King's Gambit Accepted,"Muzio Gambit, Kling and Horwitz Counterattack",
1054,King's Gambit Accepted,Soerensen Gambit,
1055,King's Gambit Declined,Classical Variation,
1056,King's Gambit Declined,Classical Variation #2,
1057,King's Gambit Declined,Hobbs-Zilbermints Gambit,
1058,King's Gambit Declined,Keene Defense,
1059,King's Gambit Declined,Mafia Defense,
1060,King's Gambit Declined,Miles Defense,
1061,King's Gambit Declined,Norwalde Variation,
1062,King's Gambit Declined,Petrov's Defense,
1063,King's Gambit Declined,Queen's Knight Defense,
1064,King's Gambit Declined,Senechaud Countergambit,
1065,King's Gambit Declined,Soller-Zilbermints Gambit,
1066,King's Gambit Declined,"Classical, Soldatenkov Variation",
1067,King's Gambit Declined,Falkbeer Countergambit,
1068,King's Gambit Declined,"Falkbeer, Charousek Gambit",
1069,King's Gambit Declined,"Falkbeer, Milner-Barry Variation",
1070,King's Gambit Declined,"Falkbeer, Rubinstein Variation",
1071,King's Gambit Declined,Keene's Defense,
1072,King's Gambit Declined,Keene's Defense #2,
1073,King's Indian Attack,,
1074,King's Indian Attack,Double Fianchetto,
1075,King's Indian Attack,French Variation,
1076,King's Indian Attack,Keres Variation,
1077,King's Indian Attack,Keres Variation #2,
1078,King's Indian Attack,Omega-Delta Gambit,
1079,King's Indian Attack,Pachman System,
1080,King's Indian Attack,Sicilian Variation,
1081,King's Indian Attack,Sicilian Variation #2,
1082,King's Indian Attack,Smyslov Variation,
1083,King's Indian Attack,Spassky Variation,
1084,King's Indian Attack,Symmetrical Defense,
1085,King's Indian Attack,Wahls Defense,
1086,King's Indian Attack,Yugoslav Variation,
1087,King's Indian Defense,,
1088,King's Indian Defense,3.Nc3,
1089,King's Indian Defense,Accelerated Averbakh Variation,
1090,King's Indian Defense,Averbakh Variation,
1091,King's Indian Defense,"Averbakh Variation, Benoni Defense",
1092,King's Indian Defense,"Averbakh Variation, Benoni Defense, Advance Variation",
1093,King's Indian Defense,"Averbakh Variation, Benoni Defense, Exchange Variation",
1094,King's Indian Defense,"Averbakh Variation, Flexible Defense",
1095,King's Indian Defense,"Averbakh Variation, Geller Defense",
1096,King's Indian Defense,"Averbakh Variation, Modern Defense",
1097,King's Indian Defense,"Averbakh Variation, Nc6 Defense",
1098,King's Indian Defense,"Averbakh Variation, Spanish Defense",
1099,King's Indian Defense,Exchange Variation,
1100,King's Indian Defense,"Fianchetto Variation, Benjamin Defense",
1101,King's Indian Defense,"Fianchetto Variation, Classical Fianchetto",
1102,King's Indian Defense,"Fianchetto Variation, Classical Main Line",
1103,King's Indian Defense,"Fianchetto Variation, Debrecen Defense",
1104,King's Indian Defense,"Fianchetto Variation, Delayed Fianchetto",
1105,King's Indian Defense,"Fianchetto Variation, Double Fianchetto Attack",
1106,King's Indian Defense,"Fianchetto Variation, Hungarian Variation",
1107,King's Indian Defense,"Fianchetto Variation, Immediate Fianchetto",
1108,King's Indian Defense,"Fianchetto Variation, Karlsbad Variation",
1109,King's Indian Defense,"Fianchetto Variation, Kavalek Defense",
